product_id,product_name,merchant,item_type,category,price_min,price_max
589,Solaria I Fu Mie,Solaria,Wants,Dining Out,40000,45000
590,Bakmi GM Nasi Capcay,Bakmi GM,Wants,Dining Out,45000,50000
591,Mie Gacoan Lumpia Udang,Mie Gacoan,Wants,Dining Out,9000,12000
592,Mie Gacoan Es Genderuwo,Mie Gacoan,Wants,Dining Out,9000,12000
593,Kentang Goreng (French Fries),Cafe Lokal / Coffee Shop,Wants,Dining Out,25000,35000
594,Onion Rings Goreng Tepung,Cafe Lokal / Coffee Shop,Wants,Dining Out,25000,32000
595,Cireng Rujak,Cafe Lokal / Coffee Shop,Wants,Dining Out,20000,28000
596,Pisang Goreng Keju Coklat,Cafe Lokal / Coffee Shop,Wants,Dining Out,22000,30000
597,Roti Bakar Coklat Keju,Cafe Lokal / Coffee Shop,Wants,Dining Out,25000,35000
598,Nachos dengan Saus Salsa/Keju,Cafe Lokal / Coffee Shop,Wants,Dining Out,30000,45000
599,Chicken Wings BBQ/Spicy (6 pcs),Cafe Lokal / Coffee Shop,Wants,Dining Out,35000,50000
600,Tahu Walik Crispy,Cafe Lokal / Coffee Shop,Wants,Dining Out,20000,28000
601,Singkong Goreng Keju,Cafe Lokal / Coffee Shop,Wants,Dining Out,20000,28000
602,"Mix Platter (Sosis, Kentang, Nugget)",Cafe Lokal / Coffee Shop,Wants,Dining Out,45000,65000
603,Netflix Mobile Plan 1 Bulan,Netflix,Wants,Entertainment,54000,56000
604,Netflix Basic Plan Monthly,Netflix,Wants,Entertainment,65000,67000
605,Netflix Standard Plan HD,Netflix,Wants,Entertainment,120000,122000
606,NETFLIX PREMIUM UHD 4K,Netflix,Wants,Entertainment,186000,190000
607,Spotify Premium Individual 1 Bulan,Spotify,Wants,Entertainment,54990,59000
608,Spotify Family Plan (6 Akun),Spotify,Wants,Entertainment,86900,90000
609,Spotify Duo Premium,Spotify,Wants,Entertainment,71490,75000
610,SPOTIFY MINI HARIAN,Spotify,Wants,Entertainment,2500,3000
611,Youtube Premium Individual,Google YouTube,Wants,Entertainment,59000,65000
612,Youtube Premium Family,Google YouTube,Wants,Entertainment,99000,105000
613,Disney+ Hotstar Basic Bulanan,Disney+ Hotstar,Wants,Entertainment,65000,70000
614,Disney+ Hotstar Premium Tahunan,Disney+ Hotstar,Wants,Entertainment,799000,850000
615,Vidio Platinum 30 Hari,Vidio.com,Wants,Entertainment,39000,45000
616,Vidio Diamond Mobile (EPL) 1 Bulan,Vidio.com,Wants,Entertainment,79000,90000
617,Viu Premium 1 Bulan,Viu,Wants,Entertainment,33000,39000
618,VIU Premium 6 Bulan,Viu,Wants,Entertainment,100000,120000
619,Tiket Bioskop Reguler Weekday,Cinema XXI,Wants,Entertainment,35000,50000
620,Tiket Bioskop Reguler Weekend,Cinema XXI,Wants,Entertainment,50000,75000
621,TIKET PREMIERE XXI WEEKEND,Cinema XXI,Wants,Entertainment,100000,150000
622,Tiket IMAX 3D Weekend,Cinema XXI,Wants,Entertainment,85000,100000
623,XXI Java Tea Special Large,Cinema XXI (F&B),Wants,Entertainment,25000,30000
624,XXI Popcorn Salt Small,Cinema XXI (F&B),Wants,Entertainment,35000,45000
625,XXI Popcorn Caramel Medium,Cinema XXI (F&B),Wants,Entertainment,55000,65000
626,Paket Combo 1 (Popcorn + Minum),Cinema XXI (F&B),Wants,Entertainment,70000,90000
627,Tiket CGV Regular 2D,CGV Cinemas,Wants,Entertainment,40000,55000
628,Tiket CGV Gold Class,CGV Cinemas,Wants,Entertainment,100000,150000
629,Tiket CGV Velvet Class (Bed),CGV Cinemas,Wants,Entertainment,150000,250000
630,CGV Fried Siomay,CGV Cinemas (F&B),Wants,Entertainment,35000,45000
631,Tiket Cinepolis Regular,Cinepolis,Wants,Entertainment,35000,55000
632,Tiket Cinepolis VIP,Cinepolis,Wants,Entertainment,80000,120000
633,Top Up Steam Wallet IDR 12.000,Steam / Tokopedia,Wants,Entertainment,12000,15000
634,Top Up Steam Wallet IDR 45.000,Steam / Unipin,Wants,Entertainment,45000,50000
635,Top Up Steam Wallet IDR 90.000,Steam / Codashop,Wants,Entertainment,90000,95000
636,Top Up Steam Wallet IDR 250.000,Steam / Gopay,Wants,Entertainment,250000,260000
637,Voucher Google Play IDR 20.000,Google Play,Wants,Entertainment,20000,22000
638,Voucher Google Play IDR 50.000,Google Play,Wants,Entertainment,50000,55000
639,Voucher Google Play IDR 100.000,Google Play,Wants,Entertainment,100000,110000
640,Mobile Legends 86 Diamonds,Codashop / MLBB,Wants,Entertainment,20000,25000
641,Mobile Legends 257 Diamonds,Unipin / MLBB,Wants,Entertainment,60000,70000
642,Mobile Legends Starlight Member,In-Game Purchase,Wants,Entertainment,150000,165000
643,Mobile Legends Weekly Diamond Pass,In-Game Purchase,Wants,Entertainment,28000,33000
644,Free Fire 140 Diamonds,Garena / Shopee,Wants,Entertainment,20000,25000
645,Free Fire 720 Diamonds,Garena / Tokopedia,Wants,Entertainment,95000,105000
646,Free Fire Member Mingguan,Garena,Wants,Entertainment,30000,35000
647,PUBG Mobile 60 UC,PUBG Mobile,Wants,Entertainment,14000,16000
648,PUBG Mobile 325 UC,PUBG Mobile,Wants,Entertainment,70000,80000
649,PUBG Mobile Royale Pass,PUBG Mobile,Wants,Entertainment,150000,160000
650,Valorant 300 Points,Riot Games,Wants,Entertainment,35000,40000
651,Valorant 1125 Points,Riot Games,Wants,Entertainment,120000,130000
652,Genshin Impact Welkin Moon,HoYoverse,Wants,Entertainment,79000,85000
653,Genshin Impact Genesis 300,HoYoverse,Wants,Entertainment,59000,65000
654,Roblox 400 Robux,Roblox,Wants,Entertainment,65000,80000
655,Roblox 800 Robux,Roblox,Wants,Entertainment,130000,150000
656,PlayStation Store Gift Card IDR 100k,PlayStation,Wants,Entertainment,100000,110000
657,PlayStation Plus Essential 1 Month,PlayStation,Wants,Entertainment,89000,95000
658,Nintendo eShop Card USD 10,Nintendo,Wants,Entertainment,160000,170000
659,Game PC: FIFA / EA FC 25 Standard,Steam / EA App,Wants,Entertainment,759000,800000
660,Game PC: Football Manager 2025,Steam,Wants,Entertainment,650000,700000
661,Game PC: GTA V Premium,Steam,Wants,Entertainment,150000,300000
662,Minecraft Java & Bedrock Edition,Microsoft Store,Wants,Entertainment,400000,450000
663,Saldo Timezone 100 Tizo,Timezone,Wants,Entertainment,100000,100000
664,Saldo Timezone 200 Tizo + Bonus,Timezone,Wants,Entertainment,200000,250000
665,Kartu Funworld Top Up 150k,Funworld,Wants,Entertainment,150000,160000
666,Tiket Masuk Ancol Individu,Taman Impian Jaya Ancol,Wants,Entertainment,30000,35000
667,Tiket Masuk Mobil Ancol,Taman Impian Jaya Ancol,Wants,Entertainment,30000,35000
668,Tiket Dufan Regular Weekday,Dufan Ancol,Wants,Entertainment,250000,275000
669,Tiket Dufan Regular Weekend,Dufan Ancol,Wants,Entertainment,325000,375000
670,Tiket Dufan Annual Pass (1 Tahun),Dufan Ancol,Wants,Entertainment,350000,400000
671,Tiket Sea World Ancol Weekday,Sea World,Wants,Entertainment,110000,120000
672,Tiket Sea World Ancol Weekend,Sea World,Wants,Entertainment,130000,150000
673,Tiket Atlantis Water Adventure,Atlantis Ancol,Wants,Entertainment,85000,110000
674,Tiket Jakarta Bird Land,Jakarta Bird Land,Wants,Entertainment,75000,95000
675,Tiket Taman Safari Bogor Weekday,Taman Safari,Wants,Entertainment,230000,240000
676,Tiket Taman Safari Bogor Weekend,Taman Safari,Wants,Entertainment,255000,275000
677,Tiket Masuk Ragunan Dewasa,Ragunan Zoo,Wants,Entertainment,4000,5000
678,Top Up Kartu Jakcard (untuk Ragunan),Bank DKI,Wants,Entertainment,20000,50000
679,Tiket Trans Studio Cibubur/Bandung,Trans Studio,Wants,Entertainment,250000,325000
680,Karaoke Happy Puppy 1 Jam (Small),Happy Puppy,Wants,Entertainment,60000,80000
681,Karaoke Happy Puppy 2 Jam (Medium),Happy Puppy,Wants,Entertainment,150000,200000
682,Karaoke Inul Vizta 1 Jam,Inul Vizta,Wants,Entertainment,75000,100000
683,Snack & Drink Karaoke Pitcher,Inul Vizta (F&B),Wants,Entertainment,100000,150000
684,Tiket Konser Musik (Festival),Tiket.com / Loket,Wants,Entertainment,150000,300000
685,Tiket Konser Internasional (Cat 5),Tiket.com,Wants,Entertainment,800000,1200000
686,Tiket Konser Internasional (VIP),Tiket.com,Wants,Entertainment,3500000,5000000
687,Tiket Event Jejepangan / Cosplay,Loket.com,Wants,Entertainment,50000,100000
688,Tiket Pameran GIIAS (Otomotif),Auto360,Wants,Entertainment,50000,75000
689,Tiket Masuk Museum Macan,Museum Macan,Wants,Entertainment,100000,120000
690,Tiket Jakarta Aquarium Regular,Jakarta Aquarium,Wants,Entertainment,150000,175000
691,Tiket Jakarta Aquarium Premium,Jakarta Aquarium,Wants,Entertainment,200000,225000
692,Sewa Lapangan Badminton 1 Jam,Gelanggang Olahraga,Wants,Entertainment,40000,75000
693,Sewa Lapangan Futsal 1 Jam,Futsal Center,Wants,Entertainment,100000,150000
694,Tiket Nonton Timnas Indonesia (Garuda),PSSI / KitaGaruda,Wants,Entertainment,150000,250000
695,Novel Fiksi Gramedia,Gramedia,Wants,Entertainment,85000,120000
696,Komik Manga Elex Media,Gramedia,Wants,Entertainment,45000,55000
697,Mainan Hot Wheels Basic Car,Kidz Station / Indomaret,Wants,Entertainment,30000,40000
698,Mainan Lego Classic Box,Lego Store,Wants,Entertainment,300000,500000
699,Gundam HG Model Kit,Multi Toys,Wants,Entertainment,250000,350000
700,Board Game Uno Card,Toys Kingdom,Wants,Entertainment,80000,100000
701,Sewa Sepeda Listrik (Beam/Gowes),Beam / Apps,Wants,Entertainment,15000,30000
702,Tiket Masuk Night Market / Pasar Malam,Lokal,Wants,Entertainment,10000,25000
703,Fiesta Chicken Nugget 500g,Modern Retail,Wants,Frozen Food,50000,60000
704,Fiesta Spicy Wing 500g,Modern Retail,Wants,Frozen Food,55000,65000
705,Fiesta Chicken Stikie 500g,Modern Retail,Wants,Frozen Food,48000,58000
706,Champ Chicken Nugget 500g,Modern Retail,Wants,Frozen Food,35000,45000
707,Champ Chicken Sausage (Sosis Ayam) 375g,Modern Retail,Wants,Frozen Food,25000,32000
708,Belfoods Favorite Chicken Nugget 500g,Modern Retail,Wants,Frozen Food,35000,45000
709,Belfoods Favorite Chicken Nugget Ceria (Huruf) 500g,Modern Retail,Wants,Frozen Food,35000,45000
710,So Good Chicken Nugget Original 400g,Modern Retail,Wants,Frozen Food,40000,50000
711,Kimbo Sosis Sapi Goreng 12pcs,Modern Retail,Wants,Frozen Food,25000,32000
712,Kanzler Sosis Beef Cocktail 500g,Modern Retail,Wants,Frozen Food,55000,65000
713,Kanzler Singles Sosis Sapi Keju 65g (Siap Makan),Modern Retail,Wants,Frozen Food,8000,10000
714,Kanzler Singles Sosis Sapi Original 65g,Modern Retail,Wants,Frozen Food,8000,10000
715,Kanzler Singles Sosis Sapi Keju 65g,Kanzler,Wants,Frozen Food,8000,10000
716,Kanzler Crispy Chicken Nugget 450g,Kanzler,Wants,Frozen Food,43000,55000
717,Kanzler Singles Sosis Ayam Gochujang 65g,Kanzler,Wants,Frozen Food,8000,10000
718,Kanzler Singles Bakso Keju 65g,Kanzler,Wants,Frozen Food,8500,11000
719,Kanzler Sosis Frankfurter Garlic 300g,Kanzler,Wants,Frozen Food,45000,55000
720,Kanzler Sosis Beef Wiener 360g,Kanzler,Wants,Frozen Food,48000,58000
721,Fiesta Karage 500g,Fiesta,Wants,Frozen Food,58000,68000
722,Fiesta Schnitzel 500g,Fiesta,Wants,Frozen Food,55000,65000
723,Fiesta Chicken Tofu 500g,Fiesta,Wants,Frozen Food,45000,55000
724,Fiesta Cheesy Lover 500g,Fiesta,Wants,Frozen Food,58000,68000
725,Fiesta Bakso Ayam 500g,Fiesta,Wants,Frozen Food,35000,45000
726,Fiesta Siomay Ayam 180g,Fiesta,Wants,Frozen Food,25000,30000
727,So Good Spicy Chicken Wing 400g,So Good,Wants,Frozen Food,48000,58000
728,So Good Chicken Stick Premium 400g,So Good,Wants,Frozen Food,42000,52000
729,So Good Nugget Dino 400g,So Good,Wants,Frozen Food,42000,52000
730,So Good Bakso Kuah Sapi 120g,So Good,Wants,Frozen Food,15000,20000
731,Champ Chicken Ball (Bakso Ayam) 500g,Champ,Wants,Frozen Food,28000,35000
732,Champ Burger Grill 315g,Champ,Wants,Frozen Food,25000,32000
733,Champ Sosis Sapi Serbaguna 375g,Champ,Wants,Frozen Food,30000,38000
734,Champ Nugget Coin 500g,Champ,Wants,Frozen Food,35000,45000
735,Belfoods Royal Chicken Nugget 500g,Belfoods,Wants,Frozen Food,45000,55000
736,Belfoods Uenaaak Sosis Ayam 500g,Belfoods,Wants,Frozen Food,22000,28000
737,Belfoods Crispy Fried Chicken 500g,Belfoods,Wants,Frozen Food,45000,55000
738,Cedea Fish Dumpling Cheese 500g,Cedea,Wants,Frozen Food,35000,45000
739,Cedea Fish Dumpling Chicken 500g,Cedea,Wants,Frozen Food,32000,40000
740,Cedea Fish Roll 500g,Cedea,Wants,Frozen Food,30000,38000
741,Cedea Chikuwa 500g,Cedea,Wants,Frozen Food,32000,40000
742,Cedea Crab Stick 500g,Cedea,Wants,Frozen Food,30000,38000
743,Cedea Steamboat Set 300g,Cedea,Wants,Frozen Food,35000,45000
744,Cedea Baso Ikan Besar 500g,Cedea,Wants,Frozen Food,30000,38000
745,Sunny Gold Chicken Nugget 500g,Sunny Gold,Wants,Frozen Food,38000,48000
746,Sunny Gold Chicken Tempura 500g,Sunny Gold,Wants,Frozen Food,38000,48000
747,Sunny Gold Tulip Wings 500g,Sunny Gold,Wants,Frozen Food,45000,55000
748,Kimbo Sosis Sapi Serbaguna 12pcs,Kimbo,Wants,Frozen Food,30000,38000
749,Kimbo Reddi Sosis Ikan Siap Makan (Toples),Kimbo,Wants,Frozen Food,18000,25000
750,Kimbo Bratwurst Lada Hitam 500g,Kimbo,Wants,Frozen Food,45000,55000
751,Bernardi Sosis Sapi Goreng 500g,Bernardi,Wants,Frozen Food,65000,80000
752,Bernardi Bakso Sapi 500g,Bernardi,Wants,Frozen Food,55000,70000
753,Bernardi Horeca Pack Sosis Sapi 1kg,Bernardi,Wants,Frozen Food,110000,130000
754,Akumo Chicken Nugget 500g,Akumo,Wants,Frozen Food,25000,30000
755,Okey Sosis Ayam 500g,Okey,Wants,Frozen Food,20000,25000
756,Okey Chicken Nugget 500g,Okey,Wants,Frozen Food,22000,28000
757,Vigo Sosis Ayam 500g,Vigo,Wants,Frozen Food,18000,23000
758,Goldstar Chicken Nugget 500g,Goldstar,Wants,Frozen Food,35000,42000
759,Goldstar Chicken Katsu 500g,Goldstar,Wants,Frozen Food,38000,45000
760,Fronte Beef Sausage 500g,Fronte,Wants,Frozen Food,45000,55000
761,Umami Dimsum Ayam Mix 12pcs,Umami,Wants,Frozen Food,35000,45000
762,Daun Kangkung Segar Hydroponic 1 Ikat 200g,Sayurbox,Needs,Groceries,3500,5000
763,Bayam Hijau Segar 1 Ikat 200g,Tukang Sayur Keliling,Needs,Groceries,4000,6000
764,Pakcoy Bok Choy Konvensional Pack 250g,Superindo,Needs,Groceries,4500,6500
765,Pakcoy Organik Premium Pack 200g,Ranch Market,Wants,Groceries,14500,14900
766,Cabe Merah Besar Segar 1 Kg,Pasar Tradisional,Needs,Groceries,40000,60000
767,Cabe Rawit Merah Pedas 1 Kg,Pasar Tradisional,Needs,Groceries,60000,80000
768,Cabe Rawit Hijau Segar 1 Kg,Pasar Tradisional,Needs,Groceries,40000,50000
769,Bawang Putih Kating Import 1 Kg,Pasar Tradisional,Needs,Groceries,36000,40000
770,Bawang Merah Brebes Lokal 1 Kg,Pasar Tradisional,Needs,Groceries,30000,45000
771,Daging Ayam Broiler Karkas Utuh 1 Kg,Prima Freshmart,Needs,Groceries,40000,42000
772,Daging Ayam Fillet Dada Boneless 500g,Prima Freshmart,Needs,Groceries,26500,30000
773,Ayam Kampung Utuh Free Range 1 Ekor 800g,Pasar Tradisional,Wants,Groceries,60000,75000
774,Ayam Kampung Organik Premium 1 Ekor 900g,Ranch Market,Wants,Groceries,110000,130000
775,Daging Sapi Rendang Segar 1 Kg,Pasar Tradisional,Needs,Groceries,130000,140000
776,Daging Sapi Slice Shortplate US Frozen 500g,Frozen Food Store,Wants,Groceries,65000,75000
777,Daging Sapi Saikoro Cubes Frozen 500g,Frozen Food Store,Wants,Groceries,70000,85000
778,Buntut Sapi Oxtail Segar 1 Kg,Meat Shop,Wants,Groceries,150000,180000
779,Telur Ayam Negeri Curah Brown Egg 1 Kg,Agen Telur & Sembako,Needs,Groceries,28000,32000
780,Telur Ayam Omega 3 Ayyomi Premium 10 Pcs,Superindo,Wants,Groceries,33500,35900
781,Telur Ayam Kampung Omega Premium 6 Pcs,Ranch Market,Wants,Groceries,33500,35000
782,Telur Ayam Kampung Curah Per Butir,Warung Kelontong,Needs,Groceries,2500,3000
783,So Good Telur Omega Premium 10 Pcs,Alfamidi,Wants,Groceries,35500,45000
784,Ikan Cakalang Fufu Asap Per Ekor,Pasar Tradisional,Needs,Groceries,25000,35000
785,Ikan Bawal Laut Hitam Segar 1 Kg,Pasar Ikan Modern,Wants,Groceries,60000,75000
786,Cumi Ring Calamari Frozen 500g,Frozen Food Store,Wants,Groceries,40000,50000
787,Udang Vaname Size 40-50 Segar 1 Kg,Pasar Ikan Modern,Wants,Groceries,80000,95000
788,Jeruk Shantang Madu Import 500g,Toko Buah Segar,Wants,Groceries,19900,25000
789,Jeruk Wogan Premium 600g,Ranch Market,Wants,Groceries,32500,44400
790,Apel Envy Premium USA 500g,Total Buah Segar,Wants,Groceries,38900,45000
791,Pear Packham Premium 500g,Superindo,Wants,Groceries,29900,35000
792,Semangka Merah Inul Lokal 1.5 - 2 Kg,Pasar Tradisional,Needs,Groceries,36400,45500
793,Alpukat Mentega Premium 1 Kg,Sayurbox,Wants,Groceries,41300,45400
794,Nanas Honi Sunpride Per Pcs,Superindo,Needs,Groceries,20000,25000
795,Pisang Cavendish Sunpride 1 Kg,Indomaret Fresh,Needs,Groceries,18000,22000
796,Jagung Manis Kupas Segar Pack 3s,Superindo,Needs,Groceries,10000,12000
797,Wortel Brastagi Lokal Premium 500g,Sayurbox,Needs,Groceries,8000,10000
798,Kentang Dieng Lokal 1 Kg,Pasar Tradisional,Needs,Groceries,18000,22000
799,Tomat Merah Lokal 1 Kg,Tukang Sayur Keliling,Needs,Groceries,12000,18000
800,Timun Kyuri Jepang Hydroponic 500g,Papaya Fresh Gallery,Wants,Groceries,10000,12000
801,Selada Keriting Lettuce Hydroponic 200g,Sayurbox,Needs,Groceries,5000,7000
802,Brokoli Segar Highland 1 Kg,Pasar Tradisional,Needs,Groceries,30000,40000
803,Kembang Kol Segar Highland 1 Kg,Pasar Tradisional,Needs,Groceries,25000,30000
804,Jamur Enoki Import Pack 100g,Lotte Mart,Needs,Groceries,5000,7000
805,Jamur Tiram Oyster Lokal 250g,Tukang Sayur Keliling,Needs,Groceries,10000,12000
806,Tempe Papan Soybean 1 Papan,Tukang Sayur Keliling,Needs,Groceries,5000,7000
807,Tahu Putih Kuning Soybean Pack 5-10s,Tukang Sayur Keliling,Needs,Groceries,5000,8000
808,Ikan Lele Hidup Air Tawar 1 Kg,Pasar Tradisional,Needs,Groceries,25000,30000
809,Ikan Mas Air Tawar 1 Kg,Pasar Tradisional,Needs,Groceries,35000,40000
810,Ikan Gurame Air Tawar 1 Kg,Pasar Tradisional,Wants,Groceries,55000,65000
811,Ikan Salmon Fillet Trout Import Frozen 200g,Fish Streat Store,Wants,Groceries,75000,90000
812,Daging Giling Sapi Minced Beef Fresh 500g,Meat Shop,Needs,Groceries,60000,70000
813,Ati Ampela Ayam Segar 500g,Pasar Tradisional,Needs,Groceries,20000,25000
814,Ceker Ayam Bersih Segar 500g,Pasar Tradisional,Needs,Groceries,20000,25000
815,Kulit Ayam Segar 500g,Pasar Tradisional,Needs,Groceries,25000,30000
816,Sayap Ayam Wings Segar 500g,Prima Freshmart,Needs,Groceries,25000,30000
817,Paha Ayam Bawah Drumstick Segar 500g,Prima Freshmart,Needs,Groceries,25000,30000
818,Ikan Kembung Banjar Segar 1 Kg,Pasar Tradisional,Needs,Groceries,35000,40000
819,Ikan Tongkol Iris Segar 500g,Pasar Tradisional,Needs,Groceries,25000,30000
820,Cumi Asin Kering Dried Salted 100g,Pasar Tradisional,Needs,Groceries,20900,25000
821,Ikan Teri Medan Dried 100g,Pasar Tradisional,Needs,Groceries,15000,20000
822,Labu Siam Lokal 1 Kg,Tukang Sayur Keliling,Needs,Groceries,8000,10000
823,Terong Ungu Lokal 1 Kg,Tukang Sayur Keliling,Needs,Groceries,10000,12000
824,Kacang Panjang Lokal 1 Ikat,Tukang Sayur Keliling,Needs,Groceries,5000,7000
825,Buncis Lokal 250g,Tukang Sayur Keliling,Needs,Groceries,6000,8000
826,Sawi Hijau Caisim Lokal 1 Ikat,Tukang Sayur Keliling,Needs,Groceries,3000,5000
827,Sawi Putih Lokal 1 Kg,Tukang Sayur Keliling,Needs,Groceries,10000,12000
828,Kubis Kol Lokal 1 Kg,Tukang Sayur Keliling,Needs,Groceries,8000,12000
829,Daun Bawang Segar 1 Ikat 250g,Tukang Sayur Keliling,Needs,Groceries,5000,8000
830,Seledri Segar 1 Ikat,Tukang Sayur Keliling,Needs,Groceries,4000,6000
831,Jahe Merah Root 1 Kg,Pasar Tradisional,Needs,Groceries,30000,40000
832,Lengkuas Root 250g,Pasar Tradisional,Needs,Groceries,5000,8000
833,Kunyit Segar Root 250g,Pasar Tradisional,Needs,Groceries,5000,7000
834,Sereh Lemongrass Stalk 1 Ikat,Pasar Tradisional,Needs,Groceries,3000,5000
835,Jeruk Nipis Buah 1 Kg,Pasar Tradisional,Needs,Groceries,15000,20000
836,Lemon Lokal Buah 1 Kg,Superindo,Needs,Groceries,20000,25000
837,Ubi Cilembu Tuber 1 Kg,Pasar Tradisional,Needs,Groceries,15000,20000
838,Singkong Tuber 1 Kg,Pasar Tradisional,Needs,Groceries,5000,7000
839,Melon Sky Rocket Buah 1 Kg,Total Buah Segar,Wants,Groceries,15000,20000
840,Pepaya California Buah 1 Kg,Tukang Sayur Keliling,Needs,Groceries,8000,12000
841,Salak Pondoh Buah 1 Kg,Toko Buah Segar,Needs,Groceries,10000,15000
842,Kecap Bango Manis Refill Pouch 550ml,Indomaret,Needs,Groceries,19800,25000
843,Kecap Bango Manis Botol 135ml,Warung Kelontong,Needs,Groceries,11250,14500
844,Kecap ABC Manis Refill Pouch 600ml,Alfamart,Needs,Groceries,17500,20000
845,Kecap Sedaap Manis Kedelai Hitam Pouch 550ml,Alfamidi,Needs,Groceries,13500,16000
846,Kecap Asin Cap Hati Angsa Botol 600ml,Lotte Mart,Needs,Groceries,27500,32000
847,Kecap Asin Kikkoman All Purpose Soy Sauce 150ml,Superindo,Wants,Groceries,21000,25000
848,Kecap Ikan Djoe Hoa Botol 650ml,Superindo,Wants,Groceries,35000,45000
849,Kecap Inggris Worcestershire Sauce Asia Arum 150ml,Superindo,Wants,Groceries,12000,18000
850,Saus Sambal ABC Asli Ekstra Pedas Botol 135ml,Indomaret,Needs,Groceries,9300,11000
851,Saus Sambal ABC Asli Pouch 1kg,Lotte Grosir,Needs,Groceries,25000,30000
852,Saus Sambal Dua Belibis Botol 535ml,Superindo,Wants,Groceries,26000,32000
853,Saus Sambal Jawara Extra Hot Pouch 120ml,Alfamart,Needs,Groceries,7500,10000
854,Saus Tomat Del Monte Pouch 1kg,Lotte Grosir,Needs,Groceries,22500,26000
855,Saus Tomat ABC Botol 135ml,Indomaret,Needs,Groceries,6000,8000
856,Saus Tiram Saori Sachet 23ml,Warung Kelontong,Needs,Groceries,3000,4500
857,Saus Tiram Lee Kum Kee Panda Botol 255g,Grand Lucky,Wants,Groceries,28000,35000
858,Saus Tiram Royco Botol 270ml,Alfamart,Needs,Groceries,21000,24000
859,Mayonnaise Maestro Sachet 100g,Indomaret,Needs,Groceries,8000,11000
860,Mayonnaise Kewpie Original Bottle 150g,Superindo,Wants,Groceries,28000,35000
861,Kewpie Salad Dressing Wijen Sangrai 200ml,Superindo,Wants,Groceries,37000,45000
862,Minyak Wijen Oh Guan Hing Botol 100ml,Pasar Tradisional,Wants,Groceries,15000,20000
863,Minyak Wijen Lee Kum Kee Pure Sesame Oil 115ml,Grand Lucky,Wants,Groceries,44000,55000
864,Terasi Udang ABC Sachet Isi 20 Pcs,Pasar Tradisional,Needs,Groceries,9000,12000
865,Sambal Terasi Uleg Finna Sachet 20g,Indomaret,Wants,Groceries,1500,2500
866,Sambal Ijo Padang Indofood Botol 180g,Alfamart,Wants,Groceries,15000,20000
867,BonCabe Sambal Tabur Level 15 Botol 45g,Indomaret,Wants,Groceries,11000,15000
868,BonCabe Sambal Tabur Level 30 Botol 40g,Indomaret,Wants,Groceries,23000,28000
869,Bumbu Racik Indofood Nasi Goreng Sachet 20g,Warung Kelontong,Needs,Groceries,2500,3500
870,Bumbu Racik Indofood Sayur Asem Sachet 33g,Warung Kelontong,Needs,Groceries,2500,3500
871,Bumbu Racik Indofood Ikan Goreng Sachet 20g,Warung Kelontong,Needs,Groceries,2500,3500
872,Bumbu Racik Indofood Ayam Goreng Sachet 26g,Warung Kelontong,Needs,Groceries,2500,3500
873,Royco Bumbu Pelezat Rasa Ayam Sachet 230g,Indomaret,Needs,Groceries,9500,12000
874,Royco Bumbu Pelezat Rasa Sapi Sachet 230g,Indomaret,Needs,Groceries,9500,12000
875,Masako Penyedap Rasa Ayam Sachet 250g,Alfamart,Needs,Groceries,10000,13000
876,Totole Kaldu Jamur Granule 200g,Superindo,Wants,Groceries,25000,32000
877,Ladaku Merica Bubuk Sachet 4g Renceng Isi 12,Warung Kelontong,Needs,Groceries,11000,14000
878,Ladaku Merica Bubuk Botol 65g,Alfamart,Needs,Groceries,18000,22000
879,Desaku Ketumbar Bubuk Sachet 12.5g,Warung Kelontong,Needs,Groceries,1000,2000
880,Desaku Kunyit Bubuk Sachet 10g,Warung Kelontong,Needs,Groceries,1000,2000
881,Koepoe Koepoe Bawang Putih Bubuk 130g,Superindo,Wants,Groceries,20000,25000
882,Koepoe Koepoe Lada Hitam Bubuk 35g,Superindo,Wants,Groceries,15000,19000
883,Koepoe Koepoe Kayu Manis Bubuk 35g,Superindo,Wants,Groceries,12000,16000
884,Koepoe Koepoe Ngohiong Five Spice Bubuk 23g,Superindo,Wants,Groceries,10000,14000
885,Santan Sun Kara Cair Segitiga 65ml,Warung Kelontong,Needs,Groceries,3000,5500
886,Santan Sun Kara Cair Kotak 200ml,Alfamart,Needs,Groceries,8000,11000
887,Santan Sasa Cair Segitiga 65ml,Warung Kelontong,Needs,Groceries,2800,5000
888,Santan Bubuk Sasa Sachet 20g,Warung Kelontong,Needs,Groceries,1500,2500
889,Garam Dapur Refina Halus Beryodium Pouch 500g,Alfamart,Needs,Groceries,7500,9500
890,Garam Meja Dolphin Beryodium Pack 500g,Warung Kelontong,Needs,Groceries,7000,9000
891,Garam Himalaya Pink Salt Pouch 500g,Ranch Market,Wants,Groceries,15000,25000
892,Gula Merah Jawa Sisir Kualitas Super 1kg,Pasar Tradisional,Needs,Groceries,18000,25000
893,Gula Aren Bubuk Organic Palm Sugar 250g,Superindo,Wants,Groceries,25000,35000
894,Gula Batu Rock Sugar Kuning 500g,Pasar Tradisional,Wants,Groceries,12000,18000
895,MSG Ajinomoto Penyedap Rasa 250g,Warung Kelontong,Needs,Groceries,12000,15000
896,MSG Sasa Gourmet Powder 250g,Warung Kelontong,Needs,Groceries,11000,14000
897,Cuka Dapur Dixi Botol 150ml,Indomaret,Needs,Groceries,5000,7500
